year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,link,link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports,type,details,details_english,era_persian,era_english,date_gregorian,date
1402,12,01,عبدالقائم شوشتری,,2024,02,20,https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%82%D8%A7%D8%A6%D9%85_%D8%B4%D9%88%D8%B4%D8%AA%D8%B1%DB%8C,<No English page found>,Abdul Qaem Shushtari,,,,,,,death,برادر بزرگ محمداسماعیل شوشتری,Big Brother Mohammad Ismail Shooshtari,جمهوری اسلامی,Islamic Republic,"February 20, 2024","اسفند 01, 1402"
1402,12,03,پردیس افکاری,,2024,02,22,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3_%D8%A7%D9%81%DA%A9%D8%A7%D8%B1%DB%8C,<No English page found>,Campus Thought,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"February 22, 2024","اسفند 03, 1402"
1402,12,09,محمد توکل,,2024,02,28,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%AA%D9%88%DA%A9%D9%84,<No English page found>,Mohammad Tavakol,,,,,,,death,پیشکسوت کشتی (زاده ۱۳۱۳),Veteran ship (born 2),جمهوری اسلامی,Islamic Republic,"February 28, 2024","اسفند 09, 1402"
1402,12,11,برگزاری انتخابات دوازدهمین دوره مجلس شورای اسلامی,[],2024,03,01,,,Holding the twelfth term of the Islamic Consultative Assembly,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 01, 2024","اسفند 11, 1402"
1402,12,11,برگزاری انتخابات ششمین دوره مجلس خبرگان رهبری,[],2024,03,01,,,The sixth term of the Assembly of Experts,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 01, 2024","اسفند 11, 1402"
1402,12,12,محمد امامی کاشانی,,2024,03,02,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A7%D9%85%D8%A7%D9%85%DB%8C_%DA%A9%D8%A7%D8%B4%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Mohammed_Emami-Kashani,Mohammed Emami-Kashani,,,,,,,death,نماینده استان تهران در دوره پنجم مجلس خبرگان رهبری,Representative of Tehran Province in the Fifth round of the Assembly of Experts,جمهوری اسلامی,Islamic Republic,"March 02, 2024","اسفند 12, 1402"
1402,12,14,مصطفی‌قلی خسروی,,2024,03,04,https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C%E2%80%8C%D9%82%D9%84%DB%8C_%D8%AE%D8%B3%D8%B1%D9%88%DB%8C,<No English page found>,Mustafa Qoli Khosravi,,,,,,,death,چهارمین رئیس اتحادیه مشاوران املاک تهران، از اعضای گارد جاویدان پهلوی و ملقب به پدر املاک ایران,"The fourth president of the Tehran Real Estate Advisory Union, a member of the Pahlavi Immortal Guard and known as the Father of Iranian Real Estate",جمهوری اسلامی,Islamic Republic,"March 04, 2024","اسفند 14, 1402"
1402,12,15,جمشید عندلیبی,,2024,03,05,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D8%B4%DB%8C%D8%AF_%D8%B9%D9%86%D8%AF%D9%84%DB%8C%D8%A8%DB%8C,<No English page found>,Jamshid Andalibi,,,,,,,death,آهنگساز و نوازنده (زاده ۱۳۳۶),Composer and musician (born 1),جمهوری اسلامی,Islamic Republic,"March 05, 2024","اسفند 15, 1402"
1402,12,16,واقعه درمانگاه قرآن و عترت قم,"[{'text': 'واقعه درمانگاه قرآن و عترت قم', 'url': 'https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%D8%AF%D8%B1%D9%85%D8%A7%D9%86%DA%AF%D8%A7%D9%87_%D9%82%D8%B1%D8%A2%D9%86_%D9%88_%D8%B9%D8%AA%D8%B1%D8%AA_%D9%82%D9%85'}]",2024,03,06,https://fa.wikipedia.org/wiki/%D9%88%D8%A7%D9%82%D8%B9%D9%87_%D8%AF%D8%B1%D9%85%D8%A7%D9%86%DA%AF%D8%A7%D9%87_%D9%82%D8%B1%D8%A2%D9%86_%D9%88_%D8%B9%D8%AA%D8%B1%D8%AA_%D9%82%D9%85,https://en.wikipedia.org/wiki/Iranian_cleric_taking_photo_incident,Human rights in Iran,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 06, 2024","اسفند 16, 1402"
1402,12,19,حمید بهبهانی,,2024,03,09,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%DB%8C%D8%AF_%D8%A8%D9%87%D8%A8%D9%87%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Hamid_Behbahani,Hamid Behbahani,,,,,,,death,سیاستمدار (زاده ۱۳۱۹),Politician (born 1),جمهوری اسلامی,Islamic Republic,"March 09, 2024","اسفند 19, 1402"
1402,12,20,برگزاری انتخابات دوازدهمین دوره مجلس شورای اسلامی و ششمین دوره مجلس خبرگان رهبری,"[{'text': 'مجلس شورای اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",2024,03,10,https://fa.wikipedia.org/wiki/%D9%85%D8%AC%D9%84%D8%B3_%D8%B4%D9%88%D8%B1%D8%A7%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_Consultative_Assembly,Islamic Consultative Assembly,1.0,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 10, 2024","اسفند 20, 1402"
1402,12,23,استعفای محمد مصدق کهنموئی از جایگاه معاون اول رئیس قوه قضائیه جمهوری اسلامی ایران,"[{'text': 'محمد مصدق کهنموئی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82_%DA%A9%D9%87%D9%86%D9%85%D9%88%D8%A6%DB%8C'}]",2024,03,13,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D8%B5%D8%AF%D9%82_%DA%A9%D9%87%D9%86%D9%85%D9%88%D8%A6%DB%8C,<No English page found>,Resignation,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 13, 2024","اسفند 23, 1402"
1402,12,29,آذر فخر,,2024,03,19,https://fa.wikipedia.org/wiki/%D8%A2%D8%B0%D8%B1_%D9%81%D8%AE%D8%B1,<No English page found>,Azar Fakhr,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"March 19, 2024","اسفند 29, 1402"
1403,01,01,فرامرز اصلانی,,2024,03,20,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D8%A7%D8%B5%D9%84%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Faramarz_Aslani,Faramarz Aslani,,,,,,,death,خواننده و آهنگساز,Singer and composer,جمهوری اسلامی,Islamic Republic,"March 20, 2024","فروردین 01, 1403"
1403,01,03,لو رفتن پاداش‌های ۴۰ تا ۵۰ میلیاردی بابت حضور سلبریتی‌ها در صدا و سیما,[],2024,03,22,,,The rewards of $ 1 to $ 2 billion for the presence of celebrities in IRIB,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 22, 2024","فروردین 03, 1403"
1403,01,03,حمله به تالار کروکوس سیتی در مسکو پایتخت روسیه دستکم ۱۴۳ نفر کشته و ۱۵۰ تن زخمی. گروه تروریستی داعش مسئولیت این حمله را برعهده گرفت.,"[{'text': 'حمله به تالار کروکوس سیتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D8%AA%D8%A7%D9%84%D8%A7%D8%B1_%DA%A9%D8%B1%D9%88%DA%A9%D9%88%D8%B3_%D8%B3%DB%8C%D8%AA%DB%8C'}, {'text': 'داعش', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%A7%D8%B9%D8%B4'}, {'text': 'روسیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D9%88%D8%B3%DB%8C%D9%87'}, {'text': 'مسکو', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B3%DA%A9%D9%88'}]",2024,03,22,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D8%AA%D8%A7%D9%84%D8%A7%D8%B1_%DA%A9%D8%B1%D9%88%DA%A9%D9%88%D8%B3_%D8%B3%DB%8C%D8%AA%DB%8C,https://en.wikipedia.org/wiki/Crocus_City_Hall_attack,Crocus City Hall attack,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"March 22, 2024","فروردین 03, 1403"
1403,01,06,پرستو بخشی,,2024,03,25,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D8%B3%D8%AA%D9%88_%D8%A8%D8%AE%D8%B4%DB%8C,https://en.wikipedia.org/wiki/Parastoo_Bakhshi,Parastoo Bakhshi,,,,,,,death,پزشک,Your doctor,جمهوری اسلامی,Islamic Republic,"March 25, 2024","فروردین 06, 1403"
1403,01,07,زهرا شجاعی,,2024,03,26,https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D8%A7_%D8%B4%D8%AC%D8%A7%D8%B9%DB%8C,https://en.wikipedia.org/wiki/Zahra_Shojaei,Zahra Shojaei,,,,,,,death,رئیس معاونت امور زنان و خانواده در زمان ریاست جمهوری سید محمد خاتمی,Head of Women and Family Affairs during the presidency of Seyyed Mohammad Khatami,جمهوری اسلامی,Islamic Republic,"March 26, 2024","فروردین 07, 1403"
1403,01,13,حمله هوایی به کنسولگری ایران در دمشق,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله هوایی به کنسولگری ایران در دمشق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%DA%A9%D9%86%D8%B3%D9%88%D9%84%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AF%D9%85%D8%B4%D9%82'}]",2024,04,01,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%DA%A9%D9%86%D8%B3%D9%88%D9%84%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AF%D9%85%D8%B4%D9%82,https://en.wikipedia.org/wiki/Israeli_airstrike_on_the_Iranian_consulate_in_Damascus,Israeli airstrike on the Iranian consulate in Damascus,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 01, 2024","فروردین 13, 1403"
1403,01,13,حمله به کنسولگری ایران در دمشق توسط اسرائیل و کشته شدن چند تن از نیروهای سپاه پاسداران در حمله هوایی اسرائیل.,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله به کنسولگری ایران در دمشق', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%DA%A9%D9%86%D8%B3%D9%88%D9%84%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AF%D9%85%D8%B4%D9%82'}, {'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",2024,04,01,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D9%87%D9%88%D8%A7%DB%8C%DB%8C_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%DA%A9%D9%86%D8%B3%D9%88%D9%84%DA%AF%D8%B1%DB%8C_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86_%D8%AF%D8%B1_%D8%AF%D9%85%D8%B4%D9%82,https://en.wikipedia.org/wiki/Israeli_airstrike_on_the_Iranian_consulate_in_Damascus,Israeli airstrike on the Iranian consulate in Damascus,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 01, 2024","فروردین 13, 1403"
1403,01,13,رضا داوودنژاد,,2024,04,01,https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%AF%D8%A7%D9%88%D9%88%D8%AF%D9%86%DA%98%D8%A7%D8%AF,https://en.wikipedia.org/wiki/Reza_Davood_Nejad,Reza Davood Nejad,,,,,,,death,بازیگر,Actor,جمهوری اسلامی,Islamic Republic,"April 01, 2024","فروردین 13, 1403"
1403,01,13,محمدهادی حاج‌رحیمی,,2024,04,01,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%87%D8%A7%D8%AF%DB%8C_%D8%AD%D8%A7%D8%AC%E2%80%8C%D8%B1%D8%AD%DB%8C%D9%85%DB%8C,<No English page found>,Mohammad Hadi Haji Rahimi,,,,,,,death,معاون هماهنگ‌کننده نیروی قدس سپاه پاسداران انقلاب اسلامی و سرتیپ سپاه پاسداران انقلاب اسلامی,Deputy Coordinator of the Quds Force of the Islamic Revolutionary Guard Corps and Brigadier General of the Islamic Revolutionary Guard Corps,جمهوری اسلامی,Islamic Republic,"April 01, 2024","فروردین 13, 1403"
1403,01,13,محمدرضا زاهدی,,2024,04,01,https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B2%D8%A7%D9%87%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Mohammad_Reza_Zahedi,Mohammad Reza Zahedi,,,,,,,death,از فرماندهان ارشد نیروی قدس سپاه پاسداران انقلاب اسلامی,One of the senior commanders of the Quds Force of the Islamic Revolutionary Guard Corps,جمهوری اسلامی,Islamic Republic,"April 01, 2024","فروردین 13, 1403"
1403,01,16,حمله به مقرهای نظامی چابهار، راسک و سرباز,"[{'text': 'حمله به مقرهای نظامی چابهار، راسک و سرباز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1%D9%87%D8%A7%DB%8C_%D9%86%D8%B8%D8%A7%D9%85%DB%8C_%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1%D8%8C_%D8%B1%D8%A7%D8%B3%DA%A9_%D9%88_%D8%B3%D8%B1%D8%A8%D8%A7%D8%B2'}]",2024,04,04,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1%D9%87%D8%A7%DB%8C_%D9%86%D8%B8%D8%A7%D9%85%DB%8C_%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1%D8%8C_%D8%B1%D8%A7%D8%B3%DA%A9_%D9%88_%D8%B3%D8%B1%D8%A8%D8%A7%D8%B2,https://en.wikipedia.org/wiki/2024_Chabahar_and_Rask_clashes,2024 Chabahar and Rask clashes,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 04, 2024","فروردین 16, 1403"
1403,01,16,حمله به مقرهای نظامی چابهار، راسک و سرباز بلوچستان ایران به صورت تهاجمی، گسترده و بی‌سابقه توسط جیش العدل علیه نیروهای سپاه پاسداران.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'جیش العدل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D8%B4%E2%80%8C%D8%A7%D9%84%D8%B9%D8%AF%D9%84'}, {'text': 'حمله به مقرهای نظامی چابهار، راسک و سرباز', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D9%87_%D8%A8%D9%87_%D9%85%D9%82%D8%B1%D9%87%D8%A7%DB%8C_%D9%86%D8%B8%D8%A7%D9%85%DB%8C_%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1%D8%8C_%D8%B1%D8%A7%D8%B3%DA%A9_%D9%88_%D8%B3%D8%B1%D8%A8%D8%A7%D8%B2'}, {'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'چابهار', 'url': 'https://fa.wikipedia.org/wiki/%DA%86%D8%A7%D8%A8%D9%87%D8%A7%D8%B1'}]",2024,04,04,https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D8%B4%E2%80%8C%D8%A7%D9%84%D8%B9%D8%AF%D9%84,https://en.wikipedia.org/wiki/Jaysh_al-Adl,Jaysh al-Adl,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 04, 2024","فروردین 16, 1403"
1403,01,22,التهاب و تنش در خاورمیانه پس از تهدید اسرائیل از سوی علی خامنه‌ای خامنه‌ای این‌بار به جای کلمه انتقام سخت از واژه تنبیه سخت استفاده کرد. فرانسه و هند از شهروندان خود خواستند که از سفر به ایران و اسرائیل در پی تشدید تنش‌ها خودداری کنند.,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'فرانسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%86%D8%B3%D9%87'}, {'text': 'هند', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%86%D8%AF'}]",2024,04,10,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C,https://en.wikipedia.org/wiki/Ali_Khamenei,Ali Khamenei,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 10, 2024","فروردین 22, 1403"
1403,01,22,شرکت لوفت‌هانزا، شرکت هواپیمایی اتریش و شرکت هواپیمایی استرالیایی کانتاس در پی تنش در منطقه پس از تهدید اسرائیل توسط خامنه‌ای همه پروازهای خود به ایران را لغو کرد.,"[{'text': 'اسرائیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'لوفت\u200cهانزا', 'url': 'https://fa.wikipedia.org/wiki/%D9%84%D9%88%D9%81%D8%AA%E2%80%8C%D9%87%D8%A7%D9%86%D8%B2%D8%A7'}]",2024,04,10,,,"Lufthansa, the Austrian Airlines and the Australian Australian Cantas Airlines canceled all flights to Iran following tensions in the area after Khamenei's threat by Khamenei.",,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 10, 2024","فروردین 22, 1403"
1403,01,25,توقیف کشتی ام‌اس‌سی آریس توسط ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'توقیف کشتی ام\u200cاس\u200cسی آریس توسط ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%82%DB%8C%D9%81_%DA%A9%D8%B4%D8%AA%DB%8C_%D8%A7%D9%85%E2%80%8C%D8%A7%D8%B3%E2%80%8C%D8%B3%DB%8C_%D8%A2%D8%B1%DB%8C%D8%B3_%D8%AA%D9%88%D8%B3%D8%B7_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2024,04,13,https://fa.wikipedia.org/wiki/%D8%AA%D9%88%D9%82%DB%8C%D9%81_%DA%A9%D8%B4%D8%AA%DB%8C_%D8%A7%D9%85%E2%80%8C%D8%A7%D8%B3%E2%80%8C%D8%B3%DB%8C_%D8%A2%D8%B1%DB%8C%D8%B3_%D8%AA%D9%88%D8%B3%D8%B7_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Iranian_seizure_of_the_MSC_Aries,Iranian seizure of the MSC Aries,,,,,,1.0,event,,,جمهوری اسلامی,Islamic Republic,"April 13, 2024","فروردین 25, 1403"
1403,01,25,حمله هوایی ایران به اسرائیل,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2024,04,13,,,Iranian air strike on Israel,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 13, 2024","فروردین 25, 1403"
1403,01,25,اداره فدرال هوانوردی آلمان به خطوط هوایی هشدار داد امکان سرنگونی در آسمان ایران وجود دارد و اشاره کرد سناریو حمله غیرعمدی با سلاح‌های ضدهوایی از سوی جمهوری اسلامی وجود دارد.,"[{'text': 'آلمان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%84%D9%85%D8%A7%D9%86'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2024,04,13,,,"The German Federal Aviation Department warned the airlines that there was a possibility of overthrowing in the Iranian sky, pointing out that there was an unintentional attack on anti -aircraft weapons by the Islamic Republic.",,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 13, 2024","فروردین 25, 1403"
1403,01,26,اجرای عملیات وعده صادق توسط سپاه پاسداران با دستور علی خامنه‌ای و حسین سلامی,"[{'text': 'حسین سلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'سپاه پاسداران', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%BE%D8%A7%D9%87_%D9%BE%D8%A7%D8%B3%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}, {'text': 'علی خامنه\u200cای', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%B9%D9%84%DB%8C_%D8%AE%D8%A7%D9%85%D9%86%D9%87%E2%80%8C%D8%A7%DB%8C'}, {'text': 'عملیات وعده صادق', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%85%D9%84%DB%8C%D8%A7%D8%AA_%D9%88%D8%B9%D8%AF%D9%87_%D8%B5%D8%A7%D8%AF%D9%82'}]",2024,04,14,https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Hossein_Salami,Hossein Salami,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 14, 2024","فروردین 26, 1403"
1403,01,30,پرویز داودی,,2024,04,18,https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%DB%8C%D8%B2_%D8%AF%D8%A7%D9%88%D8%AF%DB%8C,https://en.wikipedia.org/wiki/Parviz_Davoodi,Parviz Davoodi,,,,,,,death,از اعضای حقیقی مجمع تشخیص مصلحت نظام,From the true members of the Expediency Council,جمهوری اسلامی,Islamic Republic,"April 18, 2024","فروردین 30, 1403"
1403,01,31,حمله اسرائیل به ایران,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'حمله اسرائیل به ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}]",2024,04,19,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84_%D8%A8%D9%87_%D8%A7%DB%8C%D8%B1%D8%A7%D9%86,https://en.wikipedia.org/wiki/Israeli_strikes_on_Iran,Israeli strikes on Iran,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"April 19, 2024","فروردین 31, 1403"
1403,02,12,درگیری میان هواداران زن پرسپولیس و هواداران مرد سپاهان,"[{'text': 'درگیری میان هواداران زن پرسپولیس و هواداران مرد سپاهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%D9%85%DB%8C%D8%A7%D9%86_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%B2%D9%86_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3_%D9%88_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D9%85%D8%B1%D8%AF_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86'}]",2024,05,01,https://fa.wikipedia.org/wiki/%D8%AF%D8%B1%DA%AF%DB%8C%D8%B1%DB%8C_%D9%85%DB%8C%D8%A7%D9%86_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D8%B2%D9%86_%D9%BE%D8%B1%D8%B3%D9%BE%D9%88%D9%84%DB%8C%D8%B3_%D9%88_%D9%87%D9%88%D8%A7%D8%AF%D8%A7%D8%B1%D8%A7%D9%86_%D9%85%D8%B1%D8%AF_%D8%B3%D9%BE%D8%A7%D9%87%D8%A7%D9%86,<No English page found>,Clashes between Persepolis female supporters and Sepahan male supporters,,,,,,,event,,,جمهوری اسلامی,Islamic Republic,"May 01, 2024","اردیبهشت 12, 1403"
