year,month,day,person,details,link,person_link,year_gregorian,month_gregorian,day_gregorian,person_link_english,person_name_english
1403,2,30,مالک رحمتی,شانزدهمین استاندار آذربایجان شرقی,"[{'text': 'مالک رحمتی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%84%DA%A9_%D8%B1%D8%AD%D9%85%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%84%DA%A9_%D8%B1%D8%AD%D9%85%D8%AA%DB%8C,2024,5,19,https://en.wikipedia.org/wiki/Malek_Rahmati,Malek Rahmati
1403,2,30,سید محمدعلی آل هاشم,ششمین نماینده ولی فقیه در استان آذربایجان شرقی,"[{'text': 'سید محمدعلی آل هاشم', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A2%D9%84%E2%80%8C%D9%87%D8%A7%D8%B4%D9%85'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D8%AF%D8%B9%D9%84%DB%8C_%D8%A2%D9%84%E2%80%8C%D9%87%D8%A7%D8%B4%D9%85,2024,5,19,https://en.wikipedia.org/wiki/Mohammad_Ali_Ale-Hashem,Mohammad Ali Ale-Hashem
1403,2,30,حسین امیرعبداللهیان,شصت و ششمین وزیر امور خارجه ایران,"[{'text': 'حسین امیرعبداللهیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%84%D9%87%DB%8C%D8%A7%D9%86,2024,5,19,https://en.wikipedia.org/wiki/Hossein_Amir-Abdollahian,Hossein Amir-Abdollahian
1403,2,30,سید ابراهیم رئیسی,هشتمین رئیس‌جمهور ایران,"[{'text': 'سید ابراهیم رئیسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C,2024,5,19,https://en.wikipedia.org/wiki/Ebrahim_Raisi,Ebrahim Raisi
1403,3,25,محسن صرامی فروشانی,نماینده حوزه انتخابیه خمینی‌شهر در دوره نهم مجلس شورای اسلامی,"[{'text': 'محسن صرامی فروشانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%B5%D8%B1%D8%A7%D9%85%DB%8C_%D9%81%D8%B1%D9%88%D8%B4%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D8%B3%D9%86_%D8%B5%D8%B1%D8%A7%D9%85%DB%8C_%D9%81%D8%B1%D9%88%D8%B4%D8%A7%D9%86%DB%8C,2024,6,14,<No English page found>,Mohsen Sarami
1403,4,26,حسین هاشمیان,نماینده رفسنجان در دوره هشتم مجلس شورای اسلامی,"[{'text': 'حسین هاشمیان', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%87%D8%A7%D8%B4%D9%85%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D9%87%D8%A7%D8%B4%D9%85%DB%8C%D8%A7%D9%86,2024,7,16,<No English page found>,Hossein Hashemian
1403,5,1,سعید راد,بازیگر,"[{'text': 'سعید راد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B1%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%B3%D8%B9%DB%8C%D8%AF_%D8%B1%D8%A7%D8%AF,2024,7,22,https://en.wikipedia.org/wiki/Saeed_Rad,Saeed Rad
1403,5,10,اسماعیل هنیه,رهبر سیاسی حماس,"[{'text': 'اسماعیل هنیه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%85%D8%A7%D8%B9%DB%8C%D9%84_%D9%87%D9%86%DB%8C%D9%87,2024,7,31,https://en.wikipedia.org/wiki/Ismail_Haniyeh,Ismail Haniyeh
1403,5,30,هوشنگ حریرچیان,بازیگر,"[{'text': 'هوشنگ حریرچیان', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%AD%D8%B1%DB%8C%D8%B1%DA%86%DB%8C%D8%A7%D9%86'}]",https://fa.wikipedia.org/wiki/%D9%87%D9%88%D8%B4%D9%86%DA%AF_%D8%AD%D8%B1%DB%8C%D8%B1%DA%86%DB%8C%D8%A7%D9%86,2024,8,20,https://en.wikipedia.org/wiki/Hushang_Harirchiyan,Hushang Harirchiyan
1403,5,30,حسین خانی‌بیک,بازیگر,"[{'text': 'حسین خانی\u200cبیک', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%AE%D8%A7%D9%86%DB%8C%E2%80%8C%D8%A8%DB%8C%DA%A9'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%AE%D8%A7%D9%86%DB%8C%E2%80%8C%D8%A8%DB%8C%DA%A9,2024,8,20,<No English page found>,Hossein Khanibik
1403,6,2,هاشم سلیمی آشتیانی,نیکوکار,"[{'text': 'هاشم سلیمی آشتیانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D8%B4%D9%85_%D8%B3%D9%84%DB%8C%D9%85%DB%8C_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%87%D8%A7%D8%B4%D9%85_%D8%B3%D9%84%DB%8C%D9%85%DB%8C_%D8%A2%D8%B4%D8%AA%DB%8C%D8%A7%D9%86%DB%8C,2024,8,23,<No English page found>,Hashem Salimi Ashtiani
1403,6,4,زهره حمیدی,بازیگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'زهره حمیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C,2024,8,25,<No English page found>,Venus Hamidi
1403,6,24,صدرالدین حجازی,بازیگر,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'صدرالدین حجازی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B5%D8%AF%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86_%D8%AD%D8%AC%D8%A7%D8%B2%DB%8C,2024,9,14,https://en.wikipedia.org/wiki/Sadreddin_Hejazi,Sadreddin Hejazi
1403,6,27,اوین آغاسی,خوانندۀ ایرانی-آمریکایی,"[{'text': 'اوین آغاسی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%DB%8C%D9%86_%D8%A2%D8%BA%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%88%DB%8C%D9%86_%D8%A2%D8%BA%D8%A7%D8%B3%DB%8C,2024,9,17,https://en.wikipedia.org/wiki/Evin_Agassi,Evin Agassi
1403,6,31,رضا سراج,رئیس اطلاعات خارجی سازمان اطلاعات سپاه پاسداران انقلاب اسلامی,"[{'text': 'رضا سراج', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D8%A7%D8%AC'}]",https://fa.wikipedia.org/wiki/%D8%B1%D8%B6%D8%A7_%D8%B3%D8%B1%D8%A7%D8%AC,2024,9,21,https://en.wikipedia.org/wiki/Reza_Saraj,Reza Saraj
1403,8,23,کیانوش سنجری,,"[{'text': 'کیانوش سنجری', 'url': 'https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D9%86%D9%88%D8%B4_%D8%B3%D9%86%D8%AC%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%DA%A9%DB%8C%D8%A7%D9%86%D9%88%D8%B4_%D8%B3%D9%86%D8%AC%D8%B1%DB%8C,2024,11,13,https://en.wikipedia.org/wiki/Kianush_Sanjari,Kianush Sanjari
1403,10,9,جیمی کارتر,رئیس جمهور سابق آمریکا,"[{'text': 'جیمی کارتر', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D9%85%DB%8C_%DA%A9%D8%A7%D8%B1%D8%AA%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%AC%DB%8C%D9%85%DB%8C_%DA%A9%D8%A7%D8%B1%D8%AA%D8%B1,2024,12,29,https://en.wikipedia.org/wiki/Jimmy_Carter,Jimmy Carter
1403,10,25,سید ابراهیم نبوی,نویسنده و فعال‌سیاسی,"[{'text': 'سید ابراهیم نبوی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%86%D8%A8%D9%88%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85_%D9%86%D8%A8%D9%88%DB%8C,2025,1,14,https://en.wikipedia.org/wiki/Ebrahim_Nabavi,Ebrahim Nabavi
1403,10,29,علی رازینی,رئیس شعبه ۴۱ دیوان عالی کشور,"[{'text': 'علی رازینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B1%D8%A7%D8%B2%DB%8C%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%D8%B1%D8%A7%D8%B2%DB%8C%D9%86%DB%8C,2025,1,18,<No English page found>,Ali Razini
1403,10,29,محمد مقیسه,رئیس شعبه و دادرس دیوان عالی کشور,"[{'text': 'محمد مقیسه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%82%DB%8C%D8%B3%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D9%85%D9%82%DB%8C%D8%B3%D9%87,2025,1,18,<No English page found>,Mohammad Moghiseh
1403,10,29,فرشاد اسدی,قاتل علی رازینی و محمد مقیسه,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فرشاد اسدی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%A7%D8%AF_%D8%A7%D8%B3%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%B4%D8%A7%D8%AF_%D8%A7%D8%B3%D8%AF%DB%8C,2025,1,18,<No English page found>,Farshad Asadi
1403,11,29,ایرج رضایی,صداپیشه,"[{'text': 'ایرج رضایی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%AC_%D8%B1%D8%B6%D8%A7%DB%8C%DB%8C,2025,2,17,<No English page found>,Iraj Rezai
1403,11,29,مصطفی برزگر گنجی,دادستان,"[{'text': 'مصطفی برزگر گنجی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%A8%D8%B1%D8%B2%DA%AF%D8%B1_%DA%AF%D9%86%D8%AC%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%B5%D8%B7%D9%81%DB%8C_%D8%A8%D8%B1%D8%B2%DA%AF%D8%B1_%DA%AF%D9%86%D8%AC%DB%8C,2025,2,17,<No English page found>,Mustafa Barzegar Ganji
1404,4,9,بامداد بیات,آهنگساز,"[{'text': 'بامداد بیات', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%85%D8%AF%D8%A7%D8%AF_%D8%A8%DB%8C%D8%A7%D8%AA'}]",https://fa.wikipedia.org/wiki/%D8%A8%D8%A7%D9%85%D8%AF%D8%A7%D8%AF_%D8%A8%DB%8C%D8%A7%D8%AA,2025,6,30,<No English page found>,Morning Bayat
1404,1,1,پروانه اعتمادی,نقاش,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'پروانه اعتمادی', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%BE%D8%B1%D9%88%D8%A7%D9%86%D9%87_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF%DB%8C,2025,3,21,https://en.wikipedia.org/wiki/Parvaneh_Etemadi,Parvaneh Etemadi
1404,1,6,ابوالفضل عابدینی,خبرنگار و زندانی سیاسی,"[{'text': 'ابوالفضل عابدینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86%DB%8C'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%B6%D9%84_%D8%B9%D8%A7%D8%A8%D8%AF%DB%8C%D9%86%DB%8C,2025,3,26,<No English page found>,Abolfazl Abedini
1404,1,12,فرامرز ظلی,بازیکن فوتبال,"[{'text': 'فرامرز ظلی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D8%B8%D9%84%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D8%A7%D9%85%D8%B1%D8%B2_%D8%B8%D9%84%DB%8C,2025,4,1,https://en.wikipedia.org/wiki/Faramarz_Zelli,Faramarz Zelli
1404,1,20,علیرضا ذکاوتی,نویسنده و پژوهشگر,"[{'text': 'علیرضا ذکاوتی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%B0%DA%A9%D8%A7%D9%88%D8%AA%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C%D8%B1%D8%B6%D8%A7_%D8%B0%DA%A9%D8%A7%D9%88%D8%AA%DB%8C,2025,4,9,<No English page found>,Alireza Zakavati
1404,1,22,اکبر اعتماد,سیاستمدار و مدیر,"[{'text': 'اکبر اعتماد', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%A7%DA%A9%D8%A8%D8%B1_%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF,2025,4,11,https://en.wikipedia.org/wiki/Akbar_Etemad,Akbar Etemad
1404,1,27,سید محمود حسینی واعظ,نماینده ادوار مجلس,"[{'text': 'سید محمود حسینی واعظ', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D9%88%D8%A7%D8%B9%D8%B8'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D9%85%D8%AD%D9%85%D9%88%D8%AF_%D8%AD%D8%B3%DB%8C%D9%86%DB%8C_%D9%88%D8%A7%D8%B9%D8%B8,2025,4,16,<No English page found>,Sayyed Mahmoud Hosseini preacher
1404,1,30,سید جعفر حمیدی,شاعر، نویسنده، پژوهشگر، استاد زبان و ادبیات فارسی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'سید جعفر حمیدی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%AC%D8%B9%D9%81%D8%B1_%D8%AD%D9%85%DB%8C%D8%AF%DB%8C,2025,4,19,<No English page found>,Sayed Ja'far Hamidi
1404,2,10,منیر طاها,ترانه‌سرا,"[{'text': 'منیر طاها', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B7%D8%A7%D9%87%D8%A7'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%86%DB%8C%D8%B1_%D8%B7%D8%A7%D9%87%D8%A7,2025,4,30,<No English page found>,Munir Taha
1404,2,10,بهمن صالح‌نیا,بازیکن و مربی فوتبال,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'بهمن صالح\u200cنیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%B5%D8%A7%D9%84%D8%AD%E2%80%8C%D9%86%DB%8C%D8%A7'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86_%D8%B5%D8%A7%D9%84%D8%AD%E2%80%8C%D9%86%DB%8C%D8%A7,2025,4,30,https://en.wikipedia.org/wiki/Bahman_Salehnia,Bahman Salehnia
1404,2,11,علی یخکشی,فعال محیط زیست و نویسنده,"[{'text': 'علی یخکشی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%8C%D8%AE%DA%A9%D8%B4%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B9%D9%84%DB%8C_%DB%8C%D8%AE%DA%A9%D8%B4%DB%8C,2025,5,1,https://en.wikipedia.org/wiki/Ali_Yachkaschi,Ali Yachkaschi
1404,2,17,شیوا ارسطویی,داستان‌نویس، مترجم و شاعر,"[{'text': 'شیوا ارسطویی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D9%88%D8%A7_%D8%A7%D8%B1%D8%B3%D8%B7%D9%88%DB%8C%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B4%DB%8C%D9%88%D8%A7_%D8%A7%D8%B1%D8%B3%D8%B7%D9%88%DB%8C%DB%8C,2025,5,7,<No English page found>,Shiva Aristotle
1404,3,1,حسن کامشاد,مترجم و پژوهشگر ادبیات فارسی,"[{'text': 'حسن کامشاد', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DA%A9%D8%A7%D9%85%D8%B4%D8%A7%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%D9%86_%DA%A9%D8%A7%D9%85%D8%B4%D8%A7%D8%AF,2025,5,22,https://en.wikipedia.org/wiki/Hassan_Kamshad,Hassan Kamshad
1404,3,4,سلام امینی,نماینده ادوار مجلس,"[{'text': 'سلام امینی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%A7%D9%85_%D8%A7%D9%85%DB%8C%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%D9%84%D8%A7%D9%85_%D8%A7%D9%85%DB%8C%D9%86%DB%8C,2025,5,25,<No English page found>,Hi Amini
1404,3,11,مهین زرین‌پنجه,موسیقی‌دان و آهنگساز,"[{'text': 'مهین زرین\u200cپنجه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%B2%D8%B1%DB%8C%D9%86%E2%80%8C%D9%BE%D9%86%D8%AC%D9%87'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%DB%8C%D9%86_%D8%B2%D8%B1%DB%8C%D9%86%E2%80%8C%D9%BE%D9%86%D8%AC%D9%87,2025,6,1,<No English page found>,Mahin Zarrinpanjeh
1404,3,12,بهرام عکاشه,دانشمند و زمین شناس,"[{'text': 'بهرام عکاشه', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B9%DA%A9%D8%A7%D8%B4%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D8%B1%D8%A7%D9%85_%D8%B9%DA%A9%D8%A7%D8%B4%D9%87,2025,6,2,https://en.wikipedia.org/wiki/Bahram_Akasheh,Bahram Akasheh
1404,3,23,محمد باقری,سومین رئیس ستاد کل نیروهای مسلح جمهوری اسلامی ایران,"[{'text': 'محمد باقری', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF_%D8%A8%D8%A7%D9%82%D8%B1%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Mohammad_Bagheri_(general),Mohammad Bagheri (general)
1404,3,23,حسین سلامی,ششمین فرمانده کل سپاه پاسداران انقلاب اسلامی,"[{'text': 'حسین سلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%AD%D8%B3%DB%8C%D9%86_%D8%B3%D9%84%D8%A7%D9%85%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Hossein_Salami,Hossein Salami
1404,3,23,مهدی ربانی,معاون عملیات ستاد کل نیروهای مسلح جمهوری اسلامی ایران,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'مهدی ربانی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%B1%D8%A8%D8%A7%D9%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D9%87%D8%AF%DB%8C_%D8%B1%D8%A8%D8%A7%D9%86%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Mehdi_Rabbani,Mehdi Rabbani
1404,3,23,غلامعلی رشید,فرمانده قرارگاه مرکزی خاتم‌الانبیا,"[{'text': 'غلامعلی رشید', 'url': 'https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%B1%D8%B4%DB%8C%D8%AF'}]",https://fa.wikipedia.org/wiki/%D8%BA%D9%84%D8%A7%D9%85%D8%B9%D9%84%DB%8C_%D8%B1%D8%B4%DB%8C%D8%AF,2025,6,13,https://en.wikipedia.org/wiki/Gholam_Ali_Rashid,Gholam Ali Rashid
1404,3,23,محمدمهدی طهرانچی,رئیس دانشگاه آزاد اسلامی,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'محمدمهدی طهرانچی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%D8%B7%D9%87%D8%B1%D8%A7%D9%86%DA%86%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%85%D8%AD%D9%85%D8%AF%D9%85%D9%87%D8%AF%DB%8C_%D8%B7%D9%87%D8%B1%D8%A7%D9%86%DA%86%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Mohammad_Mehdi_Tehranchi,Mohammad Mehdi Tehranchi
1404,3,23,فریدون عباسی,رئیس سازمان انرژی اتمی ایران در دولت دهم جمهوری اسلامی ایران,"[{'text': 'فریدون عباسی', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%B9%D8%A8%D8%A7%D8%B3%DB%8C'}]",https://fa.wikipedia.org/wiki/%D9%81%D8%B1%DB%8C%D8%AF%D9%88%D9%86_%D8%B9%D8%A8%D8%A7%D8%B3%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Fereydoon_Abbasi,Fereydoon Abbasi
1404,3,23,سید امیرحسین فقهی,معاون سازمان انرژی اتمی ایران,"[{'text': 'سید امیرحسین فقهی', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D9%82%D9%87%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%AF_%D8%A7%D9%85%DB%8C%D8%B1%D8%AD%D8%B3%DB%8C%D9%86_%D9%81%D9%82%D9%87%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Seyyed_Amir_Hossein_Feghhi,Seyyed Amir Hossein Feghhi
1404,3,23,امیرعلی حاجی‌زاده,فرمانده نیروی هوافضای سپاه پاسداران انقلاب اسلامی,"[{'text': 'امیرعلی حاجی\u200cزاده', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D9%84%DB%8C_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87'}]",https://fa.wikipedia.org/wiki/%D8%A7%D9%85%DB%8C%D8%B1%D8%B9%D9%84%DB%8C_%D8%AD%D8%A7%D8%AC%DB%8C%E2%80%8C%D8%B2%D8%A7%D8%AF%D9%87,2025,6,13,https://en.wikipedia.org/wiki/Amir_Ali_Hajizadeh,Amir Ali Hajizadeh
1404,3,23,عبدالحمید مینوچهر,فیزیک‌دان,"[{'text': 'عبدالحمید مینوچهر', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D9%85%DB%8C%D8%AF_%D9%85%DB%8C%D9%86%D9%88%DA%86%D9%87%D8%B1'}]",https://fa.wikipedia.org/wiki/%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%AD%D9%85%DB%8C%D8%AF_%D9%85%DB%8C%D9%86%D9%88%DA%86%D9%87%D8%B1,2025,6,13,https://en.wikipedia.org/wiki/Abdolhamid_Minouchehr,Abdolhamid Minouchehr
1404,3,23,احمدرضا ذوالفقاری,فیزیک‌دان,"[{'text': 'احمدرضا ذوالفقاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%82%D8%A7%D8%B1%DB%8C'}]",https://fa.wikipedia.org/wiki/%D8%A7%D8%AD%D9%85%D8%AF%D8%B1%D8%B6%D8%A7_%D8%B0%D9%88%D8%A7%D9%84%D9%81%D9%82%D8%A7%D8%B1%DB%8C,2025,6,13,https://en.wikipedia.org/wiki/Ahmadreza_Zolfaghari_Daryani,Ahmadreza Zolfaghari Daryani
